transaction_id,account_id,transaction_date,amount,transaction_type,merchant_id
32746,749,2024-03-11 09:13:58,36.74,credit,48
32747,787,2024-06-02 10:18:15,3.41,credit,38
32748,296,2022-02-19 10:13:35,19.3,credit,49
32749,840,2023-12-22 17:38:09,412.86,credit,49
32750,400,2022-12-20 08:27:36,340.25,debit,34
32751,58,2023-04-27 17:01:21,15.24,debit,24
32752,875,2023-04-17 19:31:55,56.37,debit,25
32753,530,2023-05-06 23:09:10,75.09,credit,2
32754,548,2023-09-22 19:53:52,78.03,debit,6
32755,408,2023-10-26 07:44:54,42.6,debit,41
32756,641,2022-01-11 10:46:10,292.96,credit,32
32757,513,2022-02-01 12:26:16,286.96,credit,44
32758,64,2022-01-12 00:01:27,2.29,credit,13
32759,574,2024-09-22 16:59:10,125.98,credit,16
32760,878,2022-02-15 01:38:17,9.27,credit,26
32761,420,2022-04-26 15:21:11,109.21,credit,10
32762,843,2023-11-28 11:13:23,241.99,debit,4
32763,146,2023-06-20 23:59:09,125.82,credit,14
32764,272,2022-08-08 12:28:34,75.94,credit,24
32765,17,2022-01-18 09:32:32,380.11,credit,38
32766,792,2023-07-06 22:30:03,164.73,debit,37
32767,98,2022-07-07 22:44:55,34.41,credit,39
32768,452,2024-05-08 19:15:50,58.71,credit,23
32769,739,2023-03-08 19:42:09,171.19,debit,11
32770,975,2024-06-07 04:21:32,2.34,debit,8
32771,898,2023-12-26 14:55:58,7.93,credit,6
32772,243,2024-02-09 13:00:35,235.44,credit,34
32773,479,2023-10-25 04:22:42,5.27,credit,37
32774,201,2023-01-01 05:59:18,136.18,debit,33
32775,906,2023-04-26 03:14:23,46.09,debit,45
32776,949,2024-05-28 20:44:21,209.77,credit,10
32777,473,2023-08-25 13:39:24,225.55,debit,36
32778,179,2022-01-10 10:28:07,367.78,debit,7
32779,508,2024-06-21 07:15:26,12.05,credit,17
32780,453,2023-11-08 10:44:16,65.96,credit,20
32781,270,2023-08-23 13:30:14,102.39,debit,47
32782,234,2024-09-22 11:24:43,297.31,debit,28
32783,624,2024-01-13 20:05:56,37.19,credit,24
32784,486,2022-02-12 10:13:12,8.92,credit,38
32785,1000,2024-03-09 02:52:39,27.04,debit,9
32786,578,2023-03-17 16:23:09,82.12,debit,30
32787,338,2023-03-18 01:22:15,137.13,credit,39
32788,861,2023-07-07 18:46:16,140.8,debit,36
32789,949,2022-06-05 08:35:08,9.31,debit,17
32790,757,2024-08-23 16:45:14,171.96,debit,16
32791,757,2022-04-30 18:24:50,129.54,debit,34
32792,980,2022-04-06 06:17:39,62.82,debit,43
32793,448,2023-10-30 02:50:50,101.58,debit,7
32794,584,2022-03-07 17:14:46,175.19,credit,27
32795,357,2022-01-14 05:11:04,36.47,debit,7
32796,49,2022-03-21 02:54:33,337.68,credit,49
32797,496,2023-04-15 22:51:03,17.79,credit,32
32798,346,2024-01-02 10:33:55,279.01,credit,16
32799,702,2022-09-03 05:15:40,162.05,credit,19
32800,293,2022-06-21 17:52:45,129.64,debit,49
32801,689,2022-01-17 05:23:19,10.39,debit,26
32802,964,2024-08-02 03:45:49,301.6,credit,1
32803,673,2024-02-12 05:58:22,42.0,debit,43
32804,150,2024-04-22 11:14:46,164.27,credit,30
32805,582,2024-04-16 21:50:30,259.33,credit,43
32806,545,2022-09-14 14:20:53,33.61,credit,15
32807,796,2022-05-05 19:13:49,295.25,credit,3
32808,856,2022-12-05 00:04:04,113.59,debit,20
32809,260,2023-03-15 08:37:27,129.12,debit,19
32810,322,2024-09-06 16:07:28,295.13,credit,27
32811,77,2024-09-10 02:02:33,89.77,debit,1
32812,110,2023-08-14 13:08:56,69.72,credit,45
32813,817,2022-09-14 11:29:55,120.36,credit,13
32814,896,2023-06-21 01:37:44,96.9,debit,33
32815,651,2024-07-28 21:11:00,7.61,credit,43
32816,547,2023-09-18 02:01:36,23.89,credit,24
32817,423,2023-03-02 22:13:15,1.64,credit,11
32818,394,2023-01-13 20:49:50,13.74,debit,5
32819,235,2022-01-01 12:36:23,157.05,credit,43
32820,330,2022-02-05 06:43:57,0.57,credit,48
32821,712,2024-09-23 00:16:47,43.56,debit,32
32822,325,2024-03-29 11:06:53,71.59,credit,35
32823,151,2024-06-03 22:08:55,333.31,credit,19
32824,546,2023-11-16 17:50:43,47.52,credit,1
32825,636,2023-04-13 10:59:27,183.42,debit,15
32826,879,2022-03-20 23:11:13,63.07,credit,19
32827,32,2023-07-03 06:52:36,12.44,debit,4
32828,272,2024-01-01 22:21:42,12.49,debit,25
32829,836,2022-01-08 08:32:34,67.97,debit,46
32830,822,2023-05-04 02:02:24,7.16,credit,36
32831,636,2022-08-26 21:35:12,101.73,debit,8
32832,924,2023-11-02 19:34:53,81.66,debit,45
32833,368,2024-07-04 10:42:28,145.5,credit,49
32834,492,2023-05-02 20:19:49,24.64,debit,26
32835,316,2024-06-07 14:36:23,107.85,credit,36
32836,590,2022-10-03 08:03:30,23.02,debit,18
32837,588,2023-02-14 16:28:34,153.72,credit,28
32838,572,2022-01-31 07:42:21,44.03,credit,33
32839,597,2022-09-21 05:02:46,114.36,debit,36
32840,368,2022-04-10 14:42:15,257.14,credit,5
32841,80,2022-01-16 22:28:37,80.39,credit,36
32842,886,2024-03-02 14:39:44,25.63,debit,28
32843,172,2022-10-17 05:07:09,260.72,debit,17
32844,258,2023-01-07 23:08:01,53.29,debit,14
32845,279,2023-10-24 07:07:14,157.23,credit,29
32846,504,2022-03-22 23:51:55,46.3,debit,15
32847,733,2022-02-23 03:49:34,42.5,debit,3
32848,558,2022-06-03 02:15:05,123.28,debit,3
32849,491,2022-12-17 03:04:20,20.4,credit,19
32850,585,2024-05-15 05:34:11,242.07,credit,33
32851,566,2022-08-03 08:15:21,58.85,credit,36
32852,839,2023-05-05 17:56:32,2.34,credit,48
32853,733,2023-06-13 22:23:13,43.74,credit,26
32854,893,2023-10-05 09:12:16,184.44,debit,39
32855,337,2023-04-06 03:56:18,235.39,debit,16
32856,521,2023-02-22 04:44:59,100.69,credit,24
32857,326,2022-12-05 18:55:51,41.8,debit,29
32858,172,2024-03-25 15:08:37,90.06,debit,40
32859,84,2022-04-07 00:20:54,217.22,debit,45
32860,842,2022-08-03 01:00:11,45.58,debit,27
32861,841,2022-08-29 17:01:08,58.42,credit,7
32862,524,2022-09-02 10:53:46,93.1,credit,9
32863,481,2023-01-29 11:02:56,261.79,credit,39
32864,544,2023-01-11 00:17:43,104.72,credit,45
32865,418,2022-12-08 18:08:39,27.92,debit,4
32866,339,2023-11-08 05:23:46,11.2,debit,37
32867,801,2022-08-16 20:03:27,11.98,debit,34
32868,320,2023-12-09 23:06:17,360.09,debit,7
32869,304,2023-12-25 15:09:58,207.4,debit,4
32870,272,2024-05-13 01:58:12,174.22,debit,9
32871,690,2022-08-08 07:57:26,82.31,credit,2
32872,114,2023-04-29 04:42:36,133.97,credit,27
32873,407,2023-07-07 21:36:41,16.34,credit,32
32874,26,2022-12-23 21:29:58,116.39,debit,20
32875,237,2024-02-19 07:55:21,199.78,debit,21
32876,310,2023-08-08 13:43:28,7.7,credit,17
32877,684,2023-06-01 15:33:08,42.14,credit,42
32878,233,2022-11-01 23:52:42,14.02,credit,43
32879,549,2024-07-20 14:35:24,36.17,debit,13
32880,265,2023-04-13 20:04:42,177.69,credit,24
32881,990,2022-09-29 04:41:55,48.42,credit,6
32882,13,2023-08-02 17:19:31,140.42,debit,26
32883,496,2022-08-03 10:29:17,178.1,credit,32
32884,316,2022-09-25 06:46:00,203.56,debit,2
32885,618,2023-09-11 11:59:22,247.98,debit,5
32886,638,2024-07-03 14:44:37,109.25,debit,5
32887,848,2022-08-30 05:40:42,39.53,credit,14
32888,384,2023-03-20 20:53:44,19.58,debit,6
32889,642,2023-10-01 17:53:52,84.07,debit,20
32890,991,2022-06-12 02:51:22,13.12,debit,34
32891,316,2023-02-17 05:07:09,289.92,credit,17
32892,256,2024-01-18 23:17:20,70.11,credit,3
32893,441,2024-09-17 17:54:36,247.61,credit,33
32894,115,2022-07-12 07:43:36,148.24,credit,9
32895,299,2024-03-11 15:14:18,233.57,debit,6
32896,915,2023-08-10 08:29:33,258.46,debit,9
32897,124,2022-08-30 11:08:02,6.57,debit,18
32898,256,2022-12-23 17:29:18,155.03,debit,40
32899,651,2024-01-17 06:41:46,30.83,credit,8
32900,718,2023-04-07 08:20:55,544.47,debit,17
32901,47,2023-05-24 03:15:50,180.83,debit,25
32902,729,2023-02-20 18:10:31,0.45,credit,25
32903,831,2022-04-01 02:35:15,314.76,debit,9
32904,903,2022-09-11 07:15:32,41.49,credit,9
32905,463,2022-06-01 10:23:36,64.68,credit,4
32906,350,2022-10-16 20:07:48,113.7,credit,15
32907,123,2023-07-03 03:54:44,297.68,debit,10
32908,31,2024-02-01 18:57:45,314.61,debit,15
32909,984,2023-02-13 05:28:30,99.47,debit,17
32910,55,2023-11-12 21:02:08,45.7,credit,38
32911,153,2022-12-29 07:54:11,39.29,credit,37
32912,456,2022-03-18 07:41:27,54.38,credit,3
32913,286,2024-06-24 16:12:57,23.89,credit,19
32914,36,2023-11-27 10:05:19,132.98,debit,21
32915,818,2024-01-16 11:37:48,90.04,debit,39
32916,910,2024-03-13 18:39:57,178.18,credit,1
32917,797,2022-12-23 12:00:02,11.86,credit,24
32918,923,2022-12-26 16:38:18,61.28,credit,18
32919,885,2024-03-11 20:34:11,32.91,credit,17
32920,256,2024-05-25 05:36:02,91.93,debit,32
32921,178,2022-11-22 03:57:58,75.79,debit,29
32922,548,2022-10-23 08:51:09,71.65,debit,48
32923,254,2024-02-13 06:12:11,45.51,credit,2
32924,508,2023-09-11 01:50:16,155.73,debit,41
32925,674,2022-07-12 12:20:56,78.83,credit,3
32926,21,2023-12-13 10:19:19,27.11,debit,7
32927,806,2024-06-17 16:23:03,95.14,credit,22
32928,75,2022-07-12 17:48:05,108.96,debit,38
32929,993,2023-12-19 03:23:52,2.59,debit,8
32930,719,2022-06-17 01:50:46,27.35,debit,35
32931,460,2024-08-25 05:09:09,33.31,credit,4
32932,984,2023-05-19 13:29:15,34.21,credit,43
32933,178,2023-04-13 02:20:38,32.75,credit,43
32934,382,2022-08-23 01:03:48,38.04,credit,21
32935,37,2023-02-02 12:32:12,36.58,credit,37
32936,971,2023-04-04 13:48:35,258.57,debit,15
32937,120,2024-01-20 08:51:30,46.22,debit,45
32938,915,2022-05-04 07:58:58,51.65,debit,28
32939,630,2022-08-21 01:58:27,37.14,credit,42
32940,1,2022-09-27 00:13:03,411.46,credit,47
32941,721,2024-05-03 07:04:53,92.01,credit,5
32942,936,2022-07-12 00:04:37,113.16,debit,33
32943,311,2024-09-24 02:55:24,159.58,credit,4
32944,208,2022-09-02 00:20:46,48.72,debit,5
32945,154,2023-01-21 08:44:49,416.01,credit,45
32946,762,2023-02-06 10:25:31,19.83,debit,3
32947,683,2023-01-12 11:37:59,73.46,debit,21
32948,315,2022-01-21 05:05:38,18.86,debit,6
32949,307,2024-09-01 03:43:41,187.49,debit,11
32950,504,2023-01-30 20:08:52,13.62,debit,25
32951,619,2023-10-26 18:31:56,96.87,credit,8
32952,655,2022-01-21 08:28:29,13.29,debit,28
32953,520,2023-11-13 05:23:49,72.32,credit,1
32954,606,2022-09-26 01:36:00,39.47,debit,26
32955,910,2024-08-18 22:46:38,280.33,credit,32
32956,97,2022-12-09 13:32:49,6.55,credit,4
32957,490,2023-12-09 13:10:16,125.96,debit,47
32958,7,2022-08-12 14:29:58,142.59,debit,24
32959,786,2022-07-10 13:54:08,263.77,credit,43
32960,12,2023-06-08 19:02:08,252.18,debit,34
32961,514,2022-04-01 06:53:54,452.97,credit,47
32962,946,2024-04-27 10:24:45,35.15,debit,24
32963,349,2023-06-12 10:28:49,38.56,debit,47
32964,917,2023-11-20 06:50:44,60.76,credit,31
32965,7,2023-12-02 14:22:35,92.55,debit,9
32966,500,2022-05-01 12:25:45,54.9,debit,49
32967,475,2022-12-01 07:01:18,161.79,credit,15
32968,524,2023-06-10 16:05:59,1.03,debit,29
32969,852,2024-07-03 01:14:25,2.14,debit,10
32970,57,2024-02-15 23:32:21,151.08,debit,49
32971,590,2022-02-05 23:29:43,257.59,credit,13
32972,586,2023-10-24 20:15:28,179.83,credit,2
32973,233,2024-06-03 04:00:48,14.94,debit,14
32974,791,2024-08-04 17:51:16,327.96,debit,44
32975,30,2023-08-31 20:11:12,88.56,credit,41
32976,367,2024-08-11 18:30:17,162.71,debit,16
32977,826,2023-04-08 09:13:17,26.93,credit,4
32978,607,2024-02-26 18:04:02,95.5,credit,22
32979,820,2024-05-16 02:46:46,48.07,credit,30
32980,56,2024-01-25 06:34:13,441.52,debit,21
32981,10,2023-05-17 07:34:21,77.14,credit,40
32982,915,2024-02-20 03:45:31,169.06,debit,8
32983,147,2023-01-23 04:16:11,110.93,debit,36
32984,364,2023-01-15 16:23:27,11.89,debit,15
32985,599,2022-04-23 17:49:57,93.95,credit,10
32986,253,2022-03-21 15:49:28,93.24,debit,50
32987,699,2022-07-19 19:37:29,150.93,credit,50
32988,940,2024-02-16 21:33:36,46.62,debit,32
32989,745,2024-09-11 06:49:29,236.49,credit,16
32990,253,2023-04-04 01:48:00,116.94,credit,47
32991,443,2024-06-15 19:08:11,4.82,debit,15
32992,736,2022-08-26 17:37:37,147.24,debit,39
32993,340,2022-03-19 08:59:12,284.98,debit,39
32994,516,2022-07-18 03:36:15,137.92,credit,44
32995,353,2023-05-08 04:30:58,57.36,credit,1
32996,624,2023-05-15 19:58:01,107.18,debit,3
32997,705,2023-11-06 10:11:28,22.56,debit,17
32998,653,2023-01-30 08:23:32,110.33,credit,12
32999,323,2022-02-12 00:14:48,83.42,credit,49
33000,140,2022-05-14 15:16:18,3.18,credit,35
33001,861,2023-08-09 13:28:42,46.61,debit,2
33002,951,2022-11-25 19:53:46,25.47,credit,35
33003,445,2022-04-12 07:10:54,59.44,credit,11
33004,95,2023-04-26 23:17:48,33.22,debit,27
33005,553,2022-12-16 16:14:22,215.67,debit,19
33006,420,2023-06-09 08:10:08,143.55,debit,20
33007,514,2024-03-14 15:10:24,161.7,debit,11
33008,790,2023-11-09 22:21:32,53.72,debit,28
33009,150,2024-02-03 21:45:26,0.41,debit,17
33010,553,2024-04-03 15:25:57,29.69,debit,12
33011,351,2023-07-04 04:30:35,168.93,debit,5
33012,116,2023-11-03 04:45:42,110.81,debit,39
33013,632,2023-10-28 16:33:19,92.81,debit,26
33014,237,2024-01-03 20:05:44,39.51,credit,23
33015,270,2022-09-01 14:25:12,9.45,debit,40
33016,861,2022-09-03 18:44:24,184.38,credit,12
33017,291,2023-02-24 03:32:54,4.73,debit,2
33018,434,2024-08-22 20:01:10,7.31,credit,7
33019,9,2023-06-12 12:13:26,41.94,credit,12
33020,751,2023-05-21 20:24:07,102.1,debit,43
33021,630,2023-07-19 05:27:09,582.84,debit,11
33022,864,2024-02-28 01:30:44,11.4,debit,24
33023,827,2022-11-07 02:26:08,76.91,debit,21
33024,824,2024-06-15 10:46:56,110.48,credit,49
33025,475,2023-11-09 22:51:40,207.86,credit,23
33026,522,2022-12-15 08:35:02,140.39,debit,12
33027,537,2022-08-12 18:41:48,197.87,credit,45
33028,685,2022-12-27 20:03:12,88.7,debit,28
33029,737,2023-08-28 11:10:54,68.29,debit,48
33030,11,2023-10-29 09:40:29,115.71,credit,34
33031,613,2022-09-25 20:47:45,277.36,credit,37
33032,777,2024-08-05 23:48:52,96.05,credit,1
33033,903,2024-07-19 21:39:04,111.64,debit,6
33034,327,2024-02-05 14:10:14,49.49,debit,4
33035,930,2024-05-26 21:46:57,108.8,credit,40
33036,595,2022-11-15 23:30:11,118.59,credit,42
33037,276,2022-03-08 07:15:56,168.01,credit,13
33038,370,2022-08-04 09:08:50,101.89,credit,19
33039,490,2022-11-20 01:10:24,26.41,credit,21
33040,345,2022-12-30 05:44:48,104.65,credit,34
33041,773,2023-06-17 13:14:48,42.44,credit,25
33042,368,2024-07-03 22:57:37,10.96,debit,23
33043,733,2024-08-28 09:43:45,209.45,debit,23
33044,311,2022-03-25 10:53:37,8.2,credit,6
33045,731,2024-07-15 14:57:06,119.86,debit,18
33046,601,2023-01-10 21:52:03,535.79,debit,3
33047,485,2023-10-24 03:49:39,11.0,debit,40
33048,15,2022-11-22 13:01:18,29.84,credit,34
33049,758,2022-10-27 13:07:22,171.66,debit,6
33050,688,2022-03-31 12:25:42,12.23,credit,34
33051,4,2023-09-07 17:15:43,214.57,credit,45
33052,846,2023-09-15 03:56:31,0.03,credit,2
33053,376,2024-03-05 15:44:36,264.82,credit,15
33054,369,2022-10-03 22:23:05,8.3,debit,31
33055,465,2023-02-20 03:08:39,306.09,debit,33
33056,533,2023-10-05 01:57:32,239.9,debit,43
33057,720,2023-06-28 05:20:31,93.07,credit,2
33058,986,2023-06-29 07:32:48,180.58,debit,29
33059,137,2024-01-15 16:44:39,9.34,debit,8
33060,834,2023-08-28 20:02:13,17.42,debit,4
33061,363,2022-01-05 09:20:57,55.31,debit,1
33062,975,2022-12-08 15:31:51,92.52,debit,1
33063,931,2024-03-27 13:22:35,243.19,credit,47
33064,216,2023-02-27 20:12:48,93.88,debit,29
33065,368,2022-11-21 22:38:22,131.31,debit,44
33066,117,2023-11-24 09:07:58,136.69,credit,38
33067,179,2024-07-26 00:59:54,252.02,debit,25
33068,246,2024-09-22 10:42:51,179.94,credit,18
33069,128,2024-08-26 00:04:16,452.83,credit,12
33070,358,2023-06-23 02:42:20,2.43,debit,11
33071,78,2024-04-22 03:05:35,27.96,credit,5
33072,741,2022-12-25 18:33:28,319.88,credit,7
33073,293,2023-06-28 16:54:58,188.55,debit,37
33074,774,2023-09-23 05:10:00,37.33,debit,43
33075,82,2023-05-04 22:56:36,439.1,debit,35
33076,342,2022-07-07 11:39:07,244.72,credit,33
33077,338,2023-09-26 12:39:52,8.02,credit,9
33078,819,2022-12-28 06:00:46,200.12,debit,17
33079,578,2024-01-13 05:58:28,184.17,credit,47
33080,96,2024-04-28 06:19:48,29.99,credit,47
33081,145,2022-06-15 16:01:37,132.77,debit,3
33082,577,2024-06-18 12:44:16,421.69,credit,40
33083,521,2023-10-27 18:04:07,135.19,credit,17
33084,397,2023-05-28 04:53:22,201.69,debit,39
33085,996,2024-01-15 16:37:09,12.56,debit,13
33086,357,2024-09-03 16:33:29,156.0,debit,3
33087,186,2023-03-02 09:09:24,27.49,debit,19
33088,670,2022-09-05 17:42:31,8.95,credit,37
33089,543,2023-11-03 20:05:11,96.38,credit,46
33090,151,2022-03-29 15:36:37,166.65,credit,6
33091,319,2024-04-08 02:40:15,94.96,debit,34
33092,754,2022-02-13 06:54:53,321.88,credit,35
33093,668,2024-02-03 12:31:47,142.76,debit,39
33094,59,2022-08-22 06:50:02,15.01,debit,14
33095,10,2023-12-06 11:29:21,327.12,debit,12
33096,857,2024-09-20 18:07:00,19.91,debit,28
33097,124,2022-09-18 04:25:38,170.38,debit,39
33098,356,2024-02-03 11:49:17,19.3,debit,2
33099,346,2022-07-02 22:21:51,786.88,debit,39
33100,794,2022-06-28 04:42:53,48.45,credit,49
33101,237,2022-07-04 04:44:18,82.2,debit,38
33102,333,2022-05-03 21:06:00,75.47,debit,25
33103,17,2024-09-11 18:23:45,12.9,credit,27
33104,424,2023-12-24 20:09:12,81.75,debit,34
33105,324,2022-01-13 07:04:42,19.43,debit,28
33106,23,2022-02-28 19:10:44,194.33,credit,43
33107,931,2023-07-21 03:39:58,381.31,credit,42
33108,459,2022-06-20 08:33:40,198.07,credit,46
33109,460,2022-06-06 12:21:15,67.68,credit,27
33110,521,2024-05-17 05:53:50,0.28,credit,9
33111,719,2022-06-18 19:46:29,4.48,debit,29
33112,557,2023-12-29 01:03:58,81.99,credit,8
33113,421,2024-01-06 22:02:06,136.54,debit,39
33114,965,2022-12-03 12:53:35,205.45,debit,2
33115,403,2024-02-04 15:42:04,109.81,credit,17
33116,331,2024-06-03 08:46:47,459.73,debit,39
33117,457,2022-12-28 08:26:16,81.69,debit,38
33118,483,2023-06-17 06:29:49,109.96,debit,36
33119,498,2022-06-08 16:08:13,31.38,debit,14
33120,27,2023-05-03 06:04:36,49.8,debit,23
33121,397,2024-04-25 14:35:35,137.91,debit,1
33122,953,2024-09-13 23:56:30,110.45,debit,1
33123,188,2024-07-17 17:59:44,55.38,debit,3
33124,140,2024-07-18 23:54:51,14.25,debit,40
33125,521,2024-06-18 06:42:31,50.34,credit,23
33126,746,2023-11-19 04:13:08,5.42,credit,28
33127,92,2023-09-01 19:16:21,104.32,credit,16
33128,77,2023-02-22 04:22:10,46.81,debit,29
33129,852,2023-07-05 14:23:16,57.33,credit,33
33130,244,2024-08-21 16:31:03,102.7,credit,32
33131,845,2023-12-13 18:05:23,104.47,credit,47
33132,667,2024-08-06 01:28:42,106.51,credit,23
33133,730,2023-02-05 16:07:42,81.18,debit,47
33134,959,2022-10-09 06:38:32,80.36,credit,47
33135,989,2023-10-22 06:54:01,206.59,debit,46
33136,797,2023-08-28 16:15:25,75.63,debit,33
33137,662,2022-09-27 18:41:51,92.15,debit,42
33138,841,2022-05-03 04:19:56,533.06,debit,33
33139,88,2023-03-30 03:33:00,23.97,credit,38
33140,618,2022-06-20 16:07:21,155.54,credit,3
33141,915,2022-05-09 15:17:22,76.91,credit,34
33142,294,2022-07-03 11:44:10,213.02,credit,49
33143,95,2022-07-29 09:14:54,62.11,debit,28
33144,253,2024-09-04 14:53:58,43.31,credit,8
33145,551,2024-06-27 03:58:22,27.95,credit,49
33146,399,2024-03-25 17:08:27,246.91,credit,9
33147,767,2022-03-26 14:14:06,152.04,credit,5
33148,54,2023-08-04 07:27:48,9.6,credit,31
33149,928,2022-02-23 07:42:27,150.0,debit,35
33150,243,2023-10-26 14:35:02,4.28,credit,35
33151,110,2022-12-08 04:00:17,24.05,debit,5
33152,766,2023-12-22 10:29:07,107.81,debit,33
33153,624,2022-04-15 09:02:37,74.72,debit,47
33154,686,2024-04-15 20:51:11,220.27,debit,13
33155,701,2024-01-18 23:28:52,112.35,debit,25
33156,221,2023-10-10 12:59:51,402.2,credit,43
33157,761,2022-01-04 10:26:07,231.87,credit,24
33158,564,2023-08-26 10:49:20,49.9,credit,11
33159,162,2024-04-24 02:52:44,215.6,credit,19
33160,969,2023-12-17 23:01:03,244.77,credit,11
33161,35,2022-12-04 16:24:11,419.69,debit,33
33162,966,2022-10-15 18:09:24,1.52,credit,30
33163,37,2022-05-10 22:25:41,249.29,credit,14
33164,846,2023-05-06 02:46:11,8.69,credit,1
33165,829,2023-11-23 14:30:19,90.12,credit,31
33166,623,2023-02-14 12:10:07,64.27,debit,3
33167,370,2023-01-26 23:33:11,302.91,debit,43
33168,177,2022-03-13 02:29:27,62.33,debit,25
33169,521,2024-07-13 09:21:04,108.77,debit,25
33170,275,2024-08-28 02:49:13,141.27,debit,18
33171,983,2023-09-22 13:06:01,2.31,debit,44
33172,633,2024-04-15 09:28:02,107.26,credit,34
33173,105,2023-08-12 05:03:24,87.58,debit,14
33174,156,2022-06-24 19:11:34,108.17,credit,45
33175,336,2022-08-19 16:15:11,9.45,debit,44
33176,26,2024-07-24 00:32:21,6.86,credit,27
33177,934,2023-09-12 17:11:21,23.46,debit,31
33178,296,2023-08-27 15:42:11,244.37,debit,43
33179,537,2023-10-16 17:16:32,52.89,debit,2
33180,355,2024-01-18 06:05:55,68.31,debit,32
33181,886,2022-06-15 11:01:27,59.35,debit,37
33182,69,2023-06-01 15:49:23,150.37,debit,34
33183,327,2022-06-05 08:33:44,36.05,debit,34
33184,151,2024-04-12 10:53:00,8.5,debit,30
33185,857,2022-06-10 22:31:05,57.01,credit,33
33186,577,2022-11-29 07:47:01,156.16,debit,24
33187,662,2022-02-05 11:13:32,295.77,debit,33
33188,320,2022-10-22 22:16:36,6.26,debit,26
33189,757,2023-10-06 05:23:03,199.6,credit,41
33190,452,2022-04-13 00:33:09,8.22,credit,36
33191,570,2023-12-19 17:25:23,48.18,debit,41
33192,668,2022-01-26 09:47:21,2.71,credit,6
33193,112,2024-02-22 03:48:54,291.03,credit,17
33194,635,2022-04-28 15:43:08,147.22,credit,24
33195,462,2022-06-10 13:02:28,55.28,debit,16
33196,865,2022-04-16 23:49:31,56.87,credit,44
33197,964,2023-07-05 10:26:38,122.55,credit,24
33198,362,2024-09-04 00:39:01,11.27,credit,5
33199,203,2024-08-14 19:30:29,18.81,debit,24
33200,487,2022-07-30 08:38:00,225.45,debit,26
33201,480,2024-03-10 05:42:50,27.12,debit,20
33202,4,2024-08-10 23:34:30,155.65,debit,28
33203,129,2022-02-06 10:49:03,30.71,debit,20
33204,26,2023-05-02 12:54:01,11.07,credit,29
33205,801,2023-12-25 01:11:24,276.35,debit,34
33206,977,2023-04-26 00:59:58,278.33,debit,28
33207,27,2022-01-31 16:30:33,111.56,debit,26
33208,42,2022-09-07 16:28:38,74.4,credit,47
33209,965,2023-04-18 21:11:44,96.56,debit,32
33210,583,2023-03-10 22:31:11,62.94,debit,21
33211,64,2024-01-18 10:15:22,169.85,credit,18
33212,25,2022-09-07 06:40:46,168.56,credit,12
33213,72,2024-01-23 06:13:32,205.1,debit,35
33214,482,2022-11-26 09:16:15,88.81,debit,22
33215,873,2023-04-20 07:17:32,193.94,credit,29
33216,900,2022-11-10 23:49:02,20.31,debit,19
33217,268,2024-07-10 23:02:15,3.67,credit,18
33218,826,2022-06-29 21:13:30,125.31,credit,18
33219,95,2023-07-11 06:03:52,13.38,credit,44
33220,395,2023-09-03 09:55:23,96.0,credit,47
33221,869,2024-07-11 20:06:01,153.24,debit,49
33222,364,2023-01-16 13:37:12,62.72,debit,16
33223,315,2024-08-02 17:59:57,5.38,debit,44
33224,117,2024-04-05 05:31:20,261.78,credit,19
33225,164,2022-04-15 07:34:27,5.3,debit,49
33226,877,2024-07-28 04:30:49,282.15,debit,9
33227,790,2024-05-21 10:20:10,6.49,credit,33
33228,577,2024-07-29 18:01:58,159.44,credit,13
33229,306,2023-06-24 10:45:51,310.59,debit,11
33230,772,2024-01-08 21:33:16,284.99,credit,33
33231,740,2023-09-13 23:26:21,268.62,credit,37
33232,200,2022-11-09 19:36:55,257.55,credit,30
33233,985,2023-09-23 11:23:41,85.7,credit,39
33234,732,2023-07-09 16:47:26,97.89,credit,46
33235,180,2024-08-02 09:03:04,116.02,debit,9
33236,358,2022-07-27 19:50:17,271.54,credit,23
33237,740,2024-07-01 04:46:24,218.54,debit,24
33238,996,2024-09-09 02:16:47,183.33,debit,32
33239,252,2022-08-01 08:44:49,135.14,debit,49
33240,299,2022-05-24 08:05:41,115.6,credit,38
33241,873,2022-09-01 10:42:15,306.85,debit,4
33242,430,2024-02-01 12:04:54,25.68,credit,44
33243,4,2023-01-05 07:16:24,25.69,credit,41
33244,653,2023-04-23 23:27:54,485.26,debit,46
33245,678,2022-11-05 06:15:59,96.67,credit,27
33246,254,2024-01-21 04:13:34,79.25,credit,11
33247,941,2024-05-12 21:06:31,228.13,credit,21
33248,665,2024-02-03 20:09:07,227.47,credit,14
33249,579,2022-11-18 18:04:17,23.32,credit,18
33250,567,2024-05-05 07:02:47,22.88,debit,24
33251,96,2022-02-15 16:37:16,190.32,debit,20
33252,167,2022-10-23 18:29:31,184.81,credit,41
33253,833,2023-12-30 17:07:29,30.62,debit,26
33254,331,2023-08-13 02:56:31,221.05,debit,31
33255,898,2022-12-16 16:22:02,78.48,debit,16
33256,965,2022-03-15 12:22:32,76.18,debit,41
33257,888,2024-07-17 17:59:57,509.65,credit,48
33258,854,2023-02-06 05:29:32,87.88,debit,42
33259,62,2023-06-02 08:15:54,17.69,credit,39
33260,174,2024-09-22 20:05:20,39.45,credit,19
33261,253,2023-01-03 10:23:00,48.72,debit,7
33262,461,2023-09-30 13:54:13,381.75,debit,16
